"term","estimate","std.error","statistic","p.value"
"post_shutdown",-0.649194059204558,0.676066606277144,-0.960251627838027,0.336929017203899
"treatmentTRUE:post_shutdown",0.29805274048543,0.174316090776627,1.70984066449358,0.0872959135494583
