"priority_group","term","estimate","std.error","statistic","p.value"
"emergency (1-2)","post_shutdown",0.858904634913044,1.51641856100542,0.566403404046682,0.571123040881839
"emergency (1-2)","treatmentTRUE:post_shutdown",-0.763376338911373,0.811208591654681,-0.941035815898176,0.346692692198644
"investigative (3-4)","post_shutdown",-0.393581854236301,0.719356119294269,-0.547130751626091,0.584289187352636
"investigative (3-4)","treatmentTRUE:post_shutdown",0.230556834741658,0.183395057446701,1.25715947829545,0.208696568073924
"service (5)","post_shutdown",-4.0793913554523,2.62241374709243,-1.55558647447425,0.119810986532946
"service (5)","treatmentTRUE:post_shutdown",4.13317162229372,0.703364842763012,5.87628407194405,4.21474388318785e-09
